vehicle_name,traffic_control_device,weather_condition,lighting_condition,trafficway_type,roadway_surface_cond,road_defect,crash_hour,crash_day_of_week,crash_month
Honda City,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,19,5,1
Nissan Magnite,LANE USE MARKING,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,5,4,8
Hyundai Verna,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,16,2,5
Hyundai i20,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,WORN SURFACE,17,1,11
Maruti Suzuki Baleno,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),"SAND, MUD, DIRT","RUT, HOLES",21,1,5
Tata Altroz,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,WORN SURFACE,8,1,9
Hyundai Verna,NO CONTROLS,RAIN,DAYLIGHT,FOUR WAY,WET,NO DEFECTS,16,3,9
Toyota Fortuner,NO CONTROLS,CLOUDY/OVERCAST,DARKNESS,FOUR WAY,WET,WORN SURFACE,13,1,4
Kia Sonet,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,OTHER,NO DEFECTS,12,1,1
Toyota Fortuner,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,5,4,6
Tata Punch,NO CONTROLS,CLEAR,DARKNESS,T-INTERSECTION,OTHER,NO DEFECTS,6,2,5
Maruti Suzuki Wagon R,TRAFFIC SIGNAL,RAIN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),WET,WORN SURFACE,19,3,10
Mahindra Scorpio,NO CONTROLS,RAIN,DUSK,NOT DIVIDED,"SAND, MUD, DIRT","RUT, HOLES",18,3,10
Kia Seltos,STOP SIGN/FLASHER,OTHER,DAYLIGHT,FOUR WAY,"SAND, MUD, DIRT",NO DEFECTS,12,1,7
Tata Punch,OTHER,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,DEBRIS ON ROADWAY,19,2,8
Mahindra XUV700,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,"RUT, HOLES",4,6,8
Renault Kiger,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,"RUT, HOLES",16,3,10
Tata Punch,NO CONTROLS,CLOUDY/OVERCAST,DARKNESS,ONE-WAY,OTHER,UNKNOWN,20,2,7
Tata Punch,STOP SIGN/FLASHER,CLEAR,DARKNESS,NOT DIVIDED,WET,"RUT, HOLES",19,2,5
Maruti Suzuki Baleno,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,WORN SURFACE,12,7,5
Maruti Suzuki Swift,STOP SIGN/FLASHER,RAIN,DAWN,NOT DIVIDED,WET,NO DEFECTS,18,2,7
Kia Seltos,TRAFFIC SIGNAL,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,13,7,7
Maruti Suzuki Baleno,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,SHOULDER DEFECT,19,1,7
Honda Amaze,NO CONTROLS,FREEZING RAIN/DRIZZLE,DAYLIGHT,NOT DIVIDED,WET,DEBRIS ON ROADWAY,15,7,1
Mahindra Scorpio,STOP SIGN/FLASHER,RAIN,DAYLIGHT,FOUR WAY,WET,"RUT, HOLES",18,4,9
Kia Sonet,NO CONTROLS,RAIN,DARKNESS,UNKNOWN INTERSECTION TYPE,WET,"RUT, HOLES",4,5,4
Toyota Fortuner,NO CONTROLS,CLEAR,DAYLIGHT,OTHER,DRY,"RUT, HOLES",16,2,3
Kia Sonet,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",TRAFFIC ROUTE,DRY,UNKNOWN,15,7,6
Hyundai Venue,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,DEBRIS ON ROADWAY,16,5,4
Honda Amaze,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FOUR WAY,UNKNOWN,NO DEFECTS,17,6,8
Honda Amaze,STOP SIGN/FLASHER,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,"SAND, MUD, DIRT",WORN SURFACE,21,5,6
Hyundai i20,STOP SIGN/FLASHER,UNKNOWN,DARKNESS,NOT DIVIDED,DRY,"RUT, HOLES",18,1,7
Hyundai Creta,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,8,6,7
Hyundai Creta,TRAFFIC SIGNAL,CLEAR,DARKNESS,NOT DIVIDED,DRY,"RUT, HOLES",19,2,4
Hyundai Creta,LANE USE MARKING,CLOUDY/OVERCAST,DUSK,NOT DIVIDED,DRY,NO DEFECTS,6,3,3
Nissan Magnite,NO CONTROLS,CLEAR,DAYLIGHT,FOUR WAY,UNKNOWN,SHOULDER DEFECT,16,5,11
Nissan Magnite,TRAFFIC SIGNAL,RAIN,DUSK,FOUR WAY,WET,NO DEFECTS,20,1,7
Hyundai Venue,STOP SIGN/FLASHER,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,SHOULDER DEFECT,5,7,6
Maruti Suzuki Brezza,YIELD,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,DEBRIS ON ROADWAY,19,1,1
Mahindra XUV700,OTHER,RAIN,DARKNESS,NOT DIVIDED,WET,NO DEFECTS,19,5,7
Nissan Magnite,TRAFFIC SIGNAL,RAIN,DAYLIGHT,PARKING LOT,WET,WORN SURFACE,14,5,8
Kia Seltos,STOP SIGN/FLASHER,RAIN,DAYLIGHT,UNKNOWN INTERSECTION TYPE,WET,"RUT, HOLES",10,6,8
Tata Altroz,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,OTHER,12,4,9
Hyundai i20,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,WORN SURFACE,22,3,3
Maruti Suzuki Wagon R,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,OTHER,WORN SURFACE,8,7,5
Hyundai Venue,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,DEBRIS ON ROADWAY,15,6,10
Tata Altroz,NO CONTROLS,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,"SAND, MUD, DIRT",NO DEFECTS,5,4,12
Hyundai Verna,PEDESTRIAN CROSSING SIGN,CLEAR,DAYLIGHT,ONE-WAY,"SAND, MUD, DIRT",NO DEFECTS,8,2,2
Renault Kiger,UNKNOWN,RAIN,DAWN,NOT DIVIDED,DRY,SHOULDER DEFECT,18,7,7
Kia Seltos,NO CONTROLS,OTHER,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,10,5,4
Tata Harrier,YIELD,CLEAR,DARKNESS,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,23,2,1
Honda City,LANE USE MARKING,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,WORN SURFACE,14,2,6
Skoda Slavia,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ALLEY,DRY,"RUT, HOLES",14,5,2
Toyota Fortuner,STOP SIGN/FLASHER,OTHER,DARKNESS,FOUR WAY,WET,NO DEFECTS,1,4,9
Honda City,PEDESTRIAN CROSSING SIGN,RAIN,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,WET,NO DEFECTS,22,4,7
Maruti Suzuki Baleno,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,7,4,2
Toyota Fortuner,TRAFFIC SIGNAL,CLEAR,DARKNESS,T-INTERSECTION,DRY,"RUT, HOLES",15,2,1
Hyundai Venue,NO CONTROLS,CLEAR,UNKNOWN,DIVIDED - W/MEDIAN (NOT RAISED),DRY,SHOULDER DEFECT,12,2,10
Hyundai i20,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,"RUT, HOLES",12,4,3
Nissan Magnite,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,NOT DIVIDED,UNKNOWN,"RUT, HOLES",14,1,8
Kia Seltos,STOP SIGN/FLASHER,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,17,3,6
Tata Punch,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT",NO DEFECTS,7,2,8
Kia Sonet,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,UNKNOWN,14,2,6
Kia Seltos,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,DAWN,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,18,2,1
Honda Amaze,OTHER,CLEAR,DAYLIGHT,T-INTERSECTION,WET,NO DEFECTS,13,2,4
Hyundai Verna,OTHER,CLEAR,DAYLIGHT,T-INTERSECTION,DRY,WORN SURFACE,7,2,3
Volkswagen Virtus,OTHER,RAIN,DAYLIGHT,NOT DIVIDED,WET,"RUT, HOLES",10,3,7
Kia Sonet,STOP SIGN/FLASHER,RAIN,DAYLIGHT,T-INTERSECTION,DRY,NO DEFECTS,8,1,8
Mahindra XUV700,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,OTHER,UNKNOWN,6,7,5
Renault Kiger,STOP SIGN/FLASHER,RAIN,DAYLIGHT,NOT DIVIDED,WET,"RUT, HOLES",12,4,1
Kia Sonet,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,UNKNOWN,NO DEFECTS,15,4,7
Tata Altroz,NO CONTROLS,RAIN,DAWN,OTHER,WET,SHOULDER DEFECT,3,2,8
Honda Amaze,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,16,7,12
Kia Seltos,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,"RUT, HOLES",23,6,8
Volkswagen Virtus,STOP SIGN/FLASHER,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",UNKNOWN INTERSECTION TYPE,"SAND, MUD, DIRT",SHOULDER DEFECT,21,1,7
Kia Sonet,NO CONTROLS,RAIN,DARKNESS,NOT DIVIDED,WET,UNKNOWN,19,6,8
Renault Kiger,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,L-INTERSECTION,WET,NO DEFECTS,9,2,12
Tata Harrier,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",RAMP,DRY,NO DEFECTS,0,5,10
Renault Kiger,NO CONTROLS,CLOUDY/OVERCAST,DARKNESS,FOUR WAY,DRY,"RUT, HOLES",19,7,6
Maruti Suzuki Baleno,OTHER,FOG/SMOKE/HAZE,DARKNESS,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,5,7,4
Hyundai Creta,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,"RUT, HOLES",8,2,5
Kia Seltos,STOP SIGN/FLASHER,RAIN,DAYLIGHT,NOT DIVIDED,WET,"RUT, HOLES",15,7,7
Tata Punch,NO CONTROLS,SLEET/HAIL,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,7,1,9
Mahindra Thar,STOP SIGN/FLASHER,CLEAR,DAWN,T-INTERSECTION,"SAND, MUD, DIRT","RUT, HOLES",19,7,7
Honda City,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",FOUR WAY,"SAND, MUD, DIRT",DEBRIS ON ROADWAY,18,6,1
Tata Nexon,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,17,7,9
Maruti Suzuki Swift,FLASHING CONTROL SIGNAL,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,19,3,10
Hyundai Verna,PEDESTRIAN CROSSING SIGN,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,"RUT, HOLES",8,7,5
Mahindra Scorpio,RAILROAD CROSSING GATE,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,NO DEFECTS,18,6,9
Mahindra Scorpio,NO CONTROLS,CLEAR,DAYLIGHT,FOUR WAY,WET,"RUT, HOLES",11,3,7
Toyota Innova,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,15,3,11
Kia Seltos,NO CONTROLS,OTHER,DARKNESS,NOT DIVIDED,OTHER,NO DEFECTS,6,3,11
Mahindra Scorpio,TRAFFIC SIGNAL,RAIN,DAYLIGHT,OTHER,OTHER,WORN SURFACE,17,5,7
Kia Seltos,LANE USE MARKING,RAIN,DARKNESS,T-INTERSECTION,WET,NO DEFECTS,22,2,9
Volkswagen Virtus,NO CONTROLS,RAIN,DARKNESS,NOT DIVIDED,DRY,OTHER,1,4,11
Honda Amaze,NO CONTROLS,UNKNOWN,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,DRY,WORN SURFACE,5,1,7
Tata Nexon,NO CONTROLS,RAIN,DARKNESS,UNKNOWN INTERSECTION TYPE,WET,NO DEFECTS,6,3,6
Kia Seltos,TRAFFIC SIGNAL,UNKNOWN,DAYLIGHT,NOT DIVIDED,OTHER,NO DEFECTS,13,5,9
Hyundai i20,TRAFFIC SIGNAL,UNKNOWN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,WORN SURFACE,10,5,4
Mahindra Thar,STOP SIGN/FLASHER,RAIN,DARKNESS,UNKNOWN,WET,NO DEFECTS,19,3,6
Maruti Suzuki Swift,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,DEBRIS ON ROADWAY,8,2,11
Honda Amaze,TRAFFIC SIGNAL,CLEAR,DUSK,FOUR WAY,"SAND, MUD, DIRT",NO DEFECTS,14,3,9
Kia Seltos,UNKNOWN,RAIN,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT",NO DEFECTS,17,1,6
Kia Seltos,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,11,2,4
Skoda Slavia,STOP SIGN/FLASHER,RAIN,DAYLIGHT,FOUR WAY,"SAND, MUD, DIRT","RUT, HOLES",11,6,6
Hyundai Creta,PEDESTRIAN CROSSING SIGN,RAIN,DUSK,NOT DIVIDED,"SAND, MUD, DIRT",SHOULDER DEFECT,18,2,5
Tata Punch,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DRIVEWAY,DRY,NO DEFECTS,18,2,3
Mahindra Scorpio,STOP SIGN/FLASHER,RAIN,DARKNESS,T-INTERSECTION,WET,"RUT, HOLES",0,7,9
Kia Sonet,LANE USE MARKING,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,7,2,5
Maruti Suzuki Brezza,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,"RUT, HOLES",8,2,7
Maruti Suzuki Swift,STOP SIGN/FLASHER,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,11,4,6
Hyundai Creta,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,FOUR WAY,"SAND, MUD, DIRT","RUT, HOLES",7,4,12
Volkswagen Virtus,PEDESTRIAN CROSSING SIGN,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT","RUT, HOLES",17,2,6
Hyundai Venue,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,19,5,1
Maruti Suzuki Brezza,NO CONTROLS,FOG/SMOKE/HAZE,DUSK,T-INTERSECTION,"SAND, MUD, DIRT",WORN SURFACE,6,6,1
Hyundai i20,LANE USE MARKING,RAIN,DAYLIGHT,NOT DIVIDED,DRY,"RUT, HOLES",15,4,8
Mahindra Scorpio,STOP SIGN/FLASHER,RAIN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),WET,"RUT, HOLES",11,7,8
Volkswagen Virtus,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,WET,"RUT, HOLES",14,7,7
Maruti Suzuki Wagon R,STOP SIGN/FLASHER,RAIN,DAYLIGHT,UNKNOWN,WET,WORN SURFACE,16,5,7
Hyundai Venue,NO CONTROLS,CLOUDY/OVERCAST,DAWN,NOT DIVIDED,DRY,"RUT, HOLES",20,7,1
Nissan Magnite,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,8,5,7
Mahindra Thar,TRAFFIC SIGNAL,OTHER,DARKNESS,T-INTERSECTION,DRY,DEBRIS ON ROADWAY,4,5,7
Maruti Suzuki Baleno,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,WORN SURFACE,16,7,2
Kia Sonet,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,DEBRIS ON ROADWAY,12,7,2
Hyundai Venue,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,T-INTERSECTION,DRY,DEBRIS ON ROADWAY,7,7,2
Maruti Suzuki Baleno,STOP SIGN/FLASHER,CLEAR,DUSK,NOT DIVIDED,UNKNOWN,NO DEFECTS,6,6,2
Hyundai Creta,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,DRY,UNKNOWN,15,4,8
Tata Harrier,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,10,3,3
Tata Altroz,YIELD,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,23,5,5
Renault Kiger,NO CONTROLS,CLEAR,DAYLIGHT,FOUR WAY,WET,OTHER,12,6,3
Mahindra Scorpio,STOP SIGN/FLASHER,SLEET/HAIL,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,8,1,12
Mahindra Thar,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,NOT DIVIDED,WET,"RUT, HOLES",13,3,11
Honda City,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,DAYLIGHT,NOT DIVIDED,DRY,OTHER,7,3,4
Renault Kiger,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,14,6,6
Hyundai Verna,STOP SIGN/FLASHER,FOG/SMOKE/HAZE,DAYLIGHT,NOT DIVIDED,UNKNOWN,NO DEFECTS,8,5,4
Renault Kiger,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,"RUT, HOLES",13,4,7
Honda Amaze,DELINEATORS,FOG/SMOKE/HAZE,DARKNESS,NOT DIVIDED,DRY,WORN SURFACE,18,7,1
Mahindra Scorpio,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,WET,WORN SURFACE,8,5,9
Tata Nexon,NO CONTROLS,RAIN,DARKNESS,T-INTERSECTION,WET,DEBRIS ON ROADWAY,21,6,7
Hyundai i20,STOP SIGN/FLASHER,UNKNOWN,DARKNESS,UNKNOWN INTERSECTION TYPE,DRY,NO DEFECTS,19,5,11
Volkswagen Virtus,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,OTHER,"SAND, MUD, DIRT",NO DEFECTS,11,7,3
Mahindra Scorpio,UNKNOWN,UNKNOWN,DAYLIGHT,NOT DIVIDED,DRY,WORN SURFACE,7,6,10
Tata Altroz,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,WORN SURFACE,9,7,10
Toyota Innova,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,11,3,2
Maruti Suzuki Baleno,FLASHING CONTROL SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,15,2,6
Mahindra XUV700,NO CONTROLS,CLEAR,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,NO DEFECTS,1,6,3
Hyundai Verna,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DARKNESS,L-INTERSECTION,DRY,DEBRIS ON ROADWAY,21,7,5
Volkswagen Virtus,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DARKNESS,OTHER,DRY,DEBRIS ON ROADWAY,5,1,5
Renault Kiger,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,9,3,8
Mahindra XUV700,UNKNOWN,RAIN,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT",NO DEFECTS,6,6,6
Honda Amaze,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,7,6,12
Maruti Suzuki Wagon R,STOP SIGN/FLASHER,CLEAR,DARKNESS,NOT DIVIDED,"SAND, MUD, DIRT",UNKNOWN,19,6,2
Toyota Fortuner,NO CONTROLS,OTHER,DAYLIGHT,FOUR WAY,UNKNOWN,DEBRIS ON ROADWAY,16,5,12
Toyota Innova,YIELD,CLEAR,DAYLIGHT,FOUR WAY,DRY,"RUT, HOLES",8,3,4
Renault Kiger,NO CONTROLS,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,20,6,10
Maruti Suzuki Brezza,NO CONTROLS,RAIN,DARKNESS,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,19,5,6
Hyundai Venue,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,"RUT, HOLES",18,4,2
Mahindra XUV700,NO CONTROLS,CLOUDY/OVERCAST,DAWN,NOT DIVIDED,"SAND, MUD, DIRT",OTHER,19,6,11
Hyundai Verna,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,16,2,6
Renault Kiger,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,WORN SURFACE,14,5,8
Nissan Magnite,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,12,3,8
Skoda Slavia,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,"RUT, HOLES",8,1,7
Mahindra Scorpio,TRAFFIC SIGNAL,RAIN,DAWN,FOUR WAY,WET,WORN SURFACE,15,6,7
Tata Altroz,NO CONTROLS,RAIN,UNKNOWN,DIVIDED - W/MEDIAN (NOT RAISED),WET,WORN SURFACE,20,4,9
Hyundai Venue,STOP SIGN/FLASHER,OTHER,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,WORN SURFACE,16,7,1
Kia Sonet,NO CONTROLS,FOG/SMOKE/HAZE,DARKNESS,ONE-WAY,DRY,WORN SURFACE,20,4,9
Hyundai Creta,OTHER,FOG/SMOKE/HAZE,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,7,1,11
Toyota Fortuner,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,T-INTERSECTION,UNKNOWN,NO DEFECTS,16,4,1
Honda City,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,DAYLIGHT,FOUR WAY,"SAND, MUD, DIRT",WORN SURFACE,14,2,2
Maruti Suzuki Swift,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,17,7,9
Tata Nexon,OTHER WARNING SIGN,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,"SAND, MUD, DIRT","RUT, HOLES",16,4,7
Skoda Slavia,TRAFFIC SIGNAL,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,DEBRIS ON ROADWAY,8,4,6
Maruti Suzuki Brezza,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,UNKNOWN INTERSECTION TYPE,DRY,DEBRIS ON ROADWAY,7,3,2
Hyundai Verna,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,WORN SURFACE,23,5,7
Tata Harrier,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD","FIVE POINT, OR MORE",DRY,NO DEFECTS,1,1,2
Hyundai i20,OTHER,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,WET,DEBRIS ON ROADWAY,14,4,7
Maruti Suzuki Swift,STOP SIGN/FLASHER,RAIN,DARKNESS,T-INTERSECTION,WET,DEBRIS ON ROADWAY,13,5,9
Honda Amaze,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ONE-WAY,DRY,"RUT, HOLES",11,3,5
Skoda Slavia,STOP SIGN/FLASHER,CLEAR,DAWN,NOT DIVIDED,DRY,NO DEFECTS,18,4,7
Tata Harrier,OTHER,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,"SAND, MUD, DIRT","RUT, HOLES",18,6,12
Kia Sonet,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,WORN SURFACE,21,5,9
Mahindra XUV700,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,WORN SURFACE,12,5,11
Kia Sonet,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TRAFFIC ROUTE,"SAND, MUD, DIRT",NO DEFECTS,15,3,7
Nissan Magnite,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,20,4,9
Kia Sonet,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,DARKNESS,CENTER TURN LANE,OTHER,WORN SURFACE,23,1,1
Tata Punch,LANE USE MARKING,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),"SAND, MUD, DIRT",WORN SURFACE,22,4,2
Tata Harrier,LANE USE MARKING,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,"RUT, HOLES",17,6,4
Hyundai Verna,NO CONTROLS,SLEET/HAIL,DAYLIGHT,NOT DIVIDED,WET,"RUT, HOLES",7,2,6
Maruti Suzuki Wagon R,NO CONTROLS,OTHER,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,UNKNOWN,"RUT, HOLES",0,6,11
Tata Punch,TRAFFIC SIGNAL,CLEAR,DARKNESS,FOUR WAY,DRY,NO DEFECTS,19,3,6
Tata Altroz,TRAFFIC SIGNAL,UNKNOWN,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,19,1,8
Kia Seltos,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",ALLEY,"SAND, MUD, DIRT","RUT, HOLES",18,7,9
Kia Sonet,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,9,2,8
Mahindra Thar,NO CONTROLS,CLEAR,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),DRY,WORN SURFACE,16,3,6
Volkswagen Virtus,TRAFFIC SIGNAL,OTHER,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),"SAND, MUD, DIRT",WORN SURFACE,10,4,8
